1250	0	0.3048	71.3	0.00266337	125.951
2000	0	0.3048	55.5	0.00283081	126.616
4000	0	0.3048	55.5	0.00283081	121.106
800	0	0.3048	39.6	0.00310138	129.099
2500	0	0.3048	39.6	0.00310138	121.399
3150	0	0.3048	39.6	0.00310138	120.319
10000	0	0.3048	31.7	0.00331266	108.265
1250	1.5	0.3048	71.3	0.00336729	125.872
2000	1.5	0.3048	71.3	0.00336729	126.642
8000	1.5	0.3048	71.3	0.00336729	115.372
400	1.5	0.3048	39.6	0.00392107	124.001
500	1.5	0.3048	39.6	0.00392107	126.661
1000	3	0.3048	71.3	0.00425727	129.004
6300	3	0.3048	71.3	0.00425727	116.134
1000	3	0.3048	55.5	0.00452492	129.329
800	3	0.3048	39.6	0.00495741	129.552
1000	3	0.3048	39.6	0.00495741	128.312
1250	3	0.3048	39.6	0.00495741	125.802
500	3	0.3048	31.7	0.00529514	127.548
1000	3	0.3048	31.7	0.00529514	126.838
5000	3	0.3048	31.7	0.00529514	113.858
6300	3	0.3048	31.7	0.00529514	109.718
1600	4	0.3048	71.3	0.00497773	126.645
3150	4	0.3048	71.3	0.00497773	121.775
250	4	0.3048	39.6	0.00579636	123.543
315	4	0.3048	39.6	0.00579636	126.843
500	4	0.3048	39.6	0.00579636	130.173
1000	4	0.3048	39.6	0.00579636	128.723
2000	4	0.3048	39.6	0.00579636	120.963
2000	0	0.2286	71.3	0.00214345	128.244
5000	0	0.2286	71.3	0.00214345	124.304
16000	0	0.2286	71.3	0.00214345	114.984
20000	0	0.2286	71.3	0.00214345	114.474
630	0	0.2286	55.5	0.00229336	126.160
400	0	0.2286	39.6	0.00253511	123.565
1600	0	0.2286	39.6	0.00253511	127.095
1000	0	0.2286	31.7	0.0027238	130.595
1250	0	0.2286	31.7	0.0027238	128.805
1000	2	0.2286	55.5	0.00313525	129.002
6300	2	0.2286	55.5	0.00313525	118.712
1000	2	0.2286	39.6	0.00346574	129.147
1250	2	0.2286	39.6	0.00346574	128.257
2000	2	0.2286	39.6	0.00346574	122.797
3150	2	0.2286	31.7	0.00372371	121.527
1000	4	0.2286	71.3	0.00400603	131.708
1000	4	0.2286	55.5	0.0042862	132.134
1250	4	0.2286	55.5	0.0042862	131.264
4000	4	0.2286	55.5	0.0042862	120.654
6300	4	0.2286	55.5	0.0042862	117.154
4000	4	0.2286	31.7	0.00509068	118.859
1250	5.3	0.2286	71.3	0.0051942	133.380
3150	5.3	0.2286	71.3	0.0051942	123.120
8000	5.3	0.2286	71.3	0.0051942	114.900
400	5.3	0.2286	39.6	0.00614329	131.221
500	5.3	0.2286	39.6	0.00614329	132.251
200	7.3	0.2286	71.3	0.0104404	138.758
800	7.3	0.2286	71.3	0.0104404	130.748
630	7.3	0.2286	55.5	0.0111706	130.934
1600	7.3	0.2286	55.5	0.0111706	123.354
6300	7.3	0.2286	55.5	0.0111706	111.534
250	7.3	0.2286	39.6	0.0123481	131.889
1000	7.3	0.2286	39.6	0.0123481	122.539
2500	7.3	0.2286	39.6	0.0123481	116.559
1000	7.3	0.2286	31.7	0.0132672	119.099
2000	7.3	0.2286	31.7	0.0132672	115.309
4000	7.3	0.2286	31.7	0.0132672	112.639
2000	0	0.1524	71.3	0.0015988	128.647
8000	0	0.1524	71.3	0.0015988	122.527
1600	0	0.1524	55.5	0.00172668	130.183
2000	0	0.1524	55.5	0.00172668	129.673
630	0	0.1524	39.6	0.00193287	124.403
4000	0	0.1524	39.6	0.00193287	125.343
10000	0	0.1524	39.6	0.00193287	115.413
6300	0	0.1524	31.7	0.00209405	119.737
16000	2.7	0.1524	71.3	0.00243851	110.364
1250	2.7	0.1524	39.6	0.00294804	130.829
5000	2.7	0.1524	39.6	0.00294804	121.499
6300	2.7	0.1524	39.6	0.00294804	119.209
5000	5.4	0.1524	71.3	0.00401199	120.061
6300	5.4	0.1524	71.3	0.00401199	116.411
800	5.4	0.1524	55.5	0.00433288	133.097
500	5.4	0.1524	39.6	0.00485029	129.937
3150	5.4	0.1524	39.6	0.00485029	119.137
3150	5.4	0.1524	31.7	0.00525474	118.291
4000	5.4	0.1524	31.7	0.00525474	116.181
315	7.2	0.1524	71.3	0.00752039	128.713
2000	7.2	0.1524	71.3	0.00752039	128.643
5000	7.2	0.1524	71.3	0.00752039	118.343
400	7.2	0.1524	39.6	0.00909175	132.118
500	7.2	0.1524	39.6	0.00909175	132.658
1600	7.2	0.1524	39.6	0.00909175	120.058
3150	7.2	0.1524	39.6	0.00909175	111.818
500	9.9	0.1524	71.3	0.0193001	131.279
800	9.9	0.1524	71.3	0.0193001	128.879
1000	9.9	0.1524	71.3	0.0193001	126.349
1600	9.9	0.1524	71.3	0.0193001	121.789
2000	9.9	0.1524	71.3	0.0193001	120.779
2500	9.9	0.1524	71.3	0.0193001	119.639
3150	9.9	0.1524	71.3	0.0193001	116.849
5000	9.9	0.1524	55.5	0.0208438	112.065
800	9.9	0.1524	39.6	0.0233328	126.345
2500	9.9	0.1524	39.6	0.0233328	116.295
3150	9.9	0.1524	31.7	0.0252785	112.209
6300	12.6	0.1524	39.6	0.0584113	103.380
800	0	0.0508	71.3	0.000740478	130.960
2500	0	0.0508	55.5	0.00076193	133.956
1600	0	0.0508	39.6	0.000791822	130.908
8000	0	0.0508	39.6	0.000791822	128.518
800	0	0.0508	31.7	0.000812164	122.790
3150	0	0.0508	31.7	0.000812164	135.490
4000	0	0.0508	31.7	0.000812164	134.110
4000	4.2	0.0508	39.6	0.00152689	131.807
1000	8.4	0.0508	71.3	0.00529514	129.946
4000	8.4	0.0508	71.3	0.00529514	126.926
5000	8.4	0.0508	71.3	0.00529514	121.146
500	8.4	0.0508	55.5	0.00544854	123.742
4000	8.4	0.0508	55.5	0.00544854	122.612
400	8.4	0.0508	39.6	0.00566229	120.015
1250	8.4	0.0508	39.6	0.00566229	131.205
400	8.4	0.0508	31.7	0.00580776	120.076
1000	8.4	0.0508	31.7	0.00580776	129.516
800	11.2	0.0508	71.3	0.014072	136.031
250	11.2	0.0508	39.6	0.0150478	126.430
200	15.4	0.0508	71.3	0.0264269	123.595
6300	15.4	0.0508	71.3	0.0264269	115.215
1600	15.4	0.0508	55.5	0.0271925	128.200
800	15.4	0.0508	39.6	0.0282593	128.423
1600	15.4	0.0508	39.6	0.0282593	124.843
800	15.4	0.0508	31.7	0.0289853	125.555
2500	15.4	0.0508	31.7	0.0289853	119.945
4000	15.4	0.0508	31.7	0.0289853	115.635
250	19.7	0.0508	71.3	0.0341183	119.115
800	19.7	0.0508	71.3	0.0341183	124.555
1250	19.7	0.0508	39.6	0.036484	118.634
3150	19.7	0.0508	39.6	0.036484	113.004
10000	0	0.0254	71.3	0.000400682	130.787
16000	0	0.0254	71.3	0.000400682	130.477
20000	0	0.0254	71.3	0.000400682	123.217
8000	0	0.0254	55.5	0.00041229	136.163
20000	0	0.0254	55.5	0.00041229	121.933
2000	0	0.0254	39.6	0.000428464	130.026
2500	4.8	0.0254	71.3	0.000848633	130.828
630	4.8	0.0254	39.6	0.000907475	118.696
1000	4.8	0.0254	39.6	0.000907475	122.956
1600	4.8	0.0254	39.6	0.000907475	125.966
10000	4.8	0.0254	39.6	0.000907475	126.066
630	4.8	0.0254	31.7	0.000930789	120.078
1000	4.8	0.0254	31.7	0.000930789	125.348
4000	4.8	0.0254	31.7	0.000930789	135.328
